Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,ITEM1984,Dairy Products,2006,OUT002,Tier 1,Small,Supermarket Type1,0.052508957,1.1,2314,3
Low Fat,ITEM1993,Bakery Products,2005,OUT009,Tier 1,Small,Supermarket Type1,0.092707462,3.4,1054,2
Regular,ITEM1996,Bakery Products,2011,OUT002,Tier 1,Small,Supermarket Type1,0.042517598,1.1,806,5
Low Fat,ITEM1997,Fruits and Vegetables,2012,OUT003,Tier 1,Small,Supermarket Type1,0.065718278,0.7,1600,2
Regular,ITEM2002,Snacks,2016,OUT009,Tier 1,Small,Supermarket Type1,0.02035172,3.7,1453,3
Regular,ITEM2031,Beverages,2014,OUT002,Tier 1,Small,Supermarket Type1,0.010224013,3.6,1207,4
Low Fat,ITEM2058,Bakery Products,2015,OUT004,Tier 1,Small,Supermarket Type1,0.091333496,3.2,216,1
Regular,ITEM2067,Snacks,2019,OUT009,Tier 1,Small,Supermarket Type1,0.062411868,5,190,0
Regular,ITEM2094,Beverages,2004,OUT008,Tier 1,Small,Supermarket Type1,0.077973043,3.8,496,4
Low Fat,ITEM2103,Bakery Products,2020,OUT009,Tier 1,Small,Supermarket Type1,0.009958367,3.3,981,4
Regular,ITEM2121,Beverages,2013,OUT002,Tier 1,Small,Supermarket Type1,0.024948828,1.3,2729,2
Low Fat,ITEM2142,Dairy Products,2001,OUT006,Tier 1,Small,Supermarket Type1,0.046171583,4.1,1258,5
Regular,ITEM2224,Dairy Products,2004,OUT008,Tier 1,Small,Supermarket Type1,0.052148112,4.3,2651,5
Regular,ITEM2252,Beverages,2013,OUT002,Tier 1,Small,Supermarket Type1,0.080779971,2.5,1739,5
Low Fat,ITEM2266,Dairy Products,2008,OUT004,Tier 1,Small,Supermarket Type1,0.052566762,3.9,1172,1
Low Fat,ITEM2293,Snacks,2010,OUT003,Tier 1,Small,Supermarket Type1,0.018384114,4.5,394,3
Low Fat,ITEM2348,Dairy Products,2012,OUT006,Tier 1,Small,Supermarket Type1,0.070312965,1.8,2603,1
Regular,ITEM2360,Snacks,2002,OUT009,Tier 1,Small,Supermarket Type1,0.086594378,2.6,1331,2
Regular,ITEM2407,Fruits and Vegetables,2017,OUT005,Tier 1,Small,Supermarket Type1,0.091354227,4.3,1865,0
Regular,ITEM2409,Snacks,2015,OUT001,Tier 1,Small,Supermarket Type1,0.099375664,3.1,496,4
Low Fat,ITEM2460,Bakery Products,2011,OUT009,Tier 1,Small,Supermarket Type1,0.028714899,0.6,1054,1
Regular,ITEM2465,Snacks,2005,OUT007,Tier 1,Small,Supermarket Type1,0.037967768,0.7,1871,4
Regular,ITEM2517,Fruits and Vegetables,2002,OUT003,Tier 1,Small,Supermarket Type1,0.060463175,2.5,2648,4
Low Fat,ITEM2529,Fruits and Vegetables,2011,OUT008,Tier 1,Small,Supermarket Type1,0.083442898,3.7,214,1
Regular,ITEM2541,Snacks,2009,OUT006,Tier 1,Small,Supermarket Type1,0.065477775,3.5,2886,3
Low Fat,ITEM2569,Beverages,2002,OUT010,Tier 1,Small,Supermarket Type1,0.09766402,0.1,2256,3
Low Fat,ITEM2587,Snacks,2019,OUT003,Tier 1,Small,Supermarket Type1,0.075025939,2.9,116,4
Regular,ITEM2620,Dairy Products,2004,OUT010,Tier 1,Small,Supermarket Type1,0.036521809,3.5,782,2
Regular,ITEM2692,Dairy Products,2004,OUT009,Tier 1,Small,Supermarket Type1,0.067500967,3.5,1141,3
Regular,ITEM2712,Bakery Products,2014,OUT006,Tier 1,Small,Supermarket Type1,0.038766413,0.6,735,3
Regular,ITEM2730,Dairy Products,2014,OUT003,Tier 1,Small,Supermarket Type1,0.035583963,3.3,1023,0
Regular,ITEM2751,Fruits and Vegetables,2014,OUT009,Tier 1,Small,Supermarket Type1,0.00535673,2.5,924,3
Regular,ITEM2752,Dairy Products,2020,OUT006,Tier 1,Small,Supermarket Type1,0.002498537,1.5,1,0
Low Fat,ITEM2788,Fruits and Vegetables,2000,OUT004,Tier 1,Small,Supermarket Type1,0.046154014,1.4,2787,4
Regular,ITEM2842,Fruits and Vegetables,2006,OUT008,Tier 1,Small,Supermarket Type1,0.038897913,4.5,2010,2
Regular,ITEM2855,Dairy Products,2008,OUT007,Tier 1,Small,Supermarket Type1,0.091796381,2.4,2198,2
Regular,ITEM2856,Beverages,2007,OUT001,Tier 1,Small,Supermarket Type1,0.069939634,5,540,0
Regular,ITEM2867,Bakery Products,2010,OUT001,Tier 1,Small,Supermarket Type1,0.047243217,3.9,1790,1
Regular,ITEM2889,Beverages,2006,OUT007,Tier 1,Small,Supermarket Type1,0.098067354,3.1,559,1
Regular,ITEM2965,Dairy Products,2017,OUT007,Tier 1,Small,Supermarket Type1,0.088209175,4.8,2414,0
Regular,ITEM2971,Beverages,2011,OUT004,Tier 1,Small,Supermarket Type1,0.077765762,2.1,2475,2
Regular,ITEM2979,Dairy Products,2018,OUT001,Tier 1,Small,Supermarket Type1,0.062535269,4.9,726,0
Regular,ITEM2985,Snacks,2017,OUT004,Tier 1,Small,Supermarket Type1,0.002021079,4.8,1277,5
Low Fat,ITEM0047,Fruits and Vegetables,2004,OUT003,Tier 2,Small,Supermarket Type1,0.002714559,1.5,2174,0
Low Fat,ITEM0056,Dairy Products,2003,OUT004,Tier 2,Small,Supermarket Type1,0.047742859,4.3,2241,2
Low Fat,ITEM0097,Bakery Products,2010,OUT005,Tier 2,Small,Supermarket Type1,0.09710545,1.8,2707,4
Low Fat,ITEM0098,Dairy Products,2014,OUT004,Tier 2,Small,Supermarket Type1,0.055577214,3,2230,4
Low Fat,ITEM0140,Fruits and Vegetables,2018,OUT005,Tier 2,Small,Supermarket Type1,0.0154932,4.2,415,2
Low Fat,ITEM0152,Dairy Products,2009,OUT004,Tier 2,Small,Supermarket Type1,0.08016647,2.5,1713,0
Low Fat,ITEM0170,Fruits and Vegetables,2008,OUT003,Tier 2,Small,Supermarket Type1,0.006060414,3.9,2267,2
Low Fat,ITEM0171,Fruits and Vegetables,2006,OUT003,Tier 2,Small,Supermarket Type1,0.041926768,2.1,635,3
Regular,ITEM0182,Beverages,2001,OUT010,Tier 2,Small,Supermarket Type1,0.093140146,2.5,2463,0
Low Fat,ITEM0198,Bakery Products,2011,OUT002,Tier 2,Small,Supermarket Type1,0.063812217,0.3,38,4
Regular,ITEM0211,Fruits and Vegetables,2015,OUT001,Tier 2,Small,Supermarket Type1,0.024453441,1.7,2881,3
Low Fat,ITEM0213,Bakery Products,2000,OUT001,Tier 2,Small,Supermarket Type1,0.036394966,4.7,1526,2
Regular,ITEM0216,Bakery Products,2014,OUT003,Tier 2,Small,Supermarket Type1,0.070988476,4.6,1023,4
Low Fat,ITEM0321,Beverages,2003,OUT005,Tier 2,Small,Supermarket Type1,0.068344722,2.7,552,3
Regular,ITEM0343,Bakery Products,2008,OUT006,Tier 2,Small,Supermarket Type1,0.097828685,1.8,2945,1
Regular,ITEM0354,Beverages,2002,OUT002,Tier 2,Small,Supermarket Type1,0.039179936,5,1806,3
Low Fat,ITEM0357,Snacks,2003,OUT003,Tier 2,Small,Supermarket Type1,0.070831866,3.3,1814,4
Low Fat,ITEM0369,Fruits and Vegetables,2004,OUT003,Tier 2,Small,Supermarket Type1,0.052222486,0.3,1205,2
Low Fat,ITEM0377,Beverages,2018,OUT001,Tier 2,Small,Supermarket Type1,0.020043552,4.9,2929,1
Regular,ITEM0394,Dairy Products,2007,OUT003,Tier 2,Small,Supermarket Type1,0.027900958,1.8,26,1
Low Fat,ITEM0509,Beverages,2017,OUT007,Tier 2,Small,Supermarket Type1,0.045482875,4.9,2843,3
Regular,ITEM0584,Snacks,2001,OUT008,Tier 2,Small,Supermarket Type1,0.055692515,1.6,2083,2
Low Fat,ITEM0640,Fruits and Vegetables,2012,OUT001,Tier 2,Small,Supermarket Type1,0.051323936,2,1304,3
Low Fat,ITEM0660,Fruits and Vegetables,2015,OUT001,Tier 2,Small,Supermarket Type1,0.093562195,0.4,1822,5
Regular,ITEM0688,Fruits and Vegetables,2018,OUT001,Tier 2,Small,Supermarket Type1,0.090011465,2.1,2945,5
Low Fat,ITEM0712,Snacks,2013,OUT008,Tier 2,Small,Supermarket Type1,0.001711657,0.1,730,2
Regular,ITEM0715,Snacks,2014,OUT009,Tier 2,Small,Supermarket Type1,0.053794332,1.6,1407,1
Low Fat,ITEM0730,Beverages,2007,OUT007,Tier 2,Small,Supermarket Type1,0.055334898,1,955,1
Regular,ITEM0732,Bakery Products,2006,OUT009,Tier 2,Small,Supermarket Type1,0.074582465,0,960,3
Low Fat,ITEM0733,Fruits and Vegetables,2006,OUT001,Tier 2,Small,Supermarket Type1,0.070321602,0.9,622,4
Regular,ITEM0735,Dairy Products,2008,OUT005,Tier 2,Small,Supermarket Type1,0.066690968,2.5,2064,3
Regular,ITEM0754,Bakery Products,2007,OUT008,Tier 2,Small,Supermarket Type1,0.028890985,1.3,329,4
Regular,ITEM0776,Snacks,2004,OUT004,Tier 2,Small,Supermarket Type1,0.02836756,4.5,28,2
Regular,ITEM0778,Fruits and Vegetables,2012,OUT010,Tier 2,Small,Supermarket Type1,0.090336084,0.3,588,5
Regular,ITEM0804,Snacks,2001,OUT002,Tier 2,Small,Supermarket Type1,0.060351965,2,1253,1
Low Fat,ITEM0814,Beverages,2018,OUT010,Tier 2,Small,Supermarket Type1,0.042271534,4.4,2804,2
Regular,ITEM0828,Fruits and Vegetables,2012,OUT007,Tier 2,Small,Supermarket Type1,0.038664131,0.2,0,1
Regular,ITEM0837,Fruits and Vegetables,2001,OUT008,Tier 2,Small,Supermarket Type1,0.022405995,1.2,2037,3
Low Fat,ITEM0863,Fruits and Vegetables,2001,OUT003,Tier 2,Small,Supermarket Type1,0.024782853,3.5,572,2
Low Fat,ITEM0969,Dairy Products,2000,OUT004,Tier 2,Small,Supermarket Type1,0.095338927,4.3,803,1
Low Fat,ITEM0972,Dairy Products,2010,OUT007,Tier 2,Small,Supermarket Type1,0.012349121,1,1952,4
Regular,ITEM0983,Beverages,2012,OUT006,Tier 2,Small,Supermarket Type1,0.014117805,4.6,260,1
Regular,ITEM0999,Beverages,2011,OUT005,Tier 2,Small,Supermarket Type1,0.05664838,2.2,2369,4
Low Fat,ITEM1016,Snacks,2006,OUT004,Tier 2,Small,Supermarket Type1,0.05140916,0.8,132,1
Regular,ITEM1029,Beverages,2019,OUT004,Tier 2,Small,Supermarket Type1,0.007074464,3.6,1950,2
Regular,ITEM1048,Beverages,2007,OUT007,Tier 2,Small,Supermarket Type1,0.054770338,0.3,818,3
Low Fat,ITEM1049,Snacks,2019,OUT006,Tier 2,Small,Supermarket Type1,0.089748643,2.1,1068,4
Regular,ITEM1140,Fruits and Vegetables,2018,OUT005,Tier 2,Small,Supermarket Type1,0.040778343,0.4,791,1
Low Fat,ITEM1160,Dairy Products,2019,OUT003,Tier 2,Small,Supermarket Type1,0.013860622,2.4,2823,4
Regular,ITEM1181,Snacks,2017,OUT010,Tier 2,Small,Supermarket Type1,0.051439248,0.5,2352,2
Regular,ITEM1202,Beverages,2010,OUT007,Tier 2,Small,Supermarket Type1,0.070650466,4.8,15,5
Regular,ITEM1226,Fruits and Vegetables,2015,OUT010,Tier 2,Small,Supermarket Type1,0.048228088,1.2,1528,3
Regular,ITEM1239,Dairy Products,2013,OUT001,Tier 2,Small,Supermarket Type1,0.019195021,1.6,2998,1
Low Fat,ITEM1256,Beverages,2000,OUT002,Tier 2,Small,Supermarket Type1,0.048391503,2.7,158,2
Low Fat,ITEM1273,Beverages,2001,OUT002,Tier 2,Small,Supermarket Type1,0.004577247,0.7,2261,4
Low Fat,ITEM1284,Snacks,2007,OUT010,Tier 2,Small,Supermarket Type1,0.072580838,1.3,1671,3
Low Fat,ITEM1335,Fruits and Vegetables,2016,OUT009,Tier 2,Small,Supermarket Type1,0.008978539,1.9,2105,2
Regular,ITEM1339,Fruits and Vegetables,2017,OUT005,Tier 2,Small,Supermarket Type1,0.01822609,2.6,306,1
Low Fat,ITEM1362,Fruits and Vegetables,2008,OUT004,Tier 2,Small,Supermarket Type1,0.077042828,4.1,2566,0
Regular,ITEM1369,Beverages,2014,OUT007,Tier 2,Small,Supermarket Type1,0.015799633,4.3,2973,5
Regular,ITEM1377,Fruits and Vegetables,2000,OUT007,Tier 2,Small,Supermarket Type1,0.059623955,2.6,2202,2
Regular,ITEM1424,Beverages,2020,OUT007,Tier 2,Small,Supermarket Type1,0.03806948,1.3,1994,1
Regular,ITEM1540,Bakery Products,2013,OUT002,Tier 2,Small,Supermarket Type1,0.00286112,2.6,2000,3
Low Fat,ITEM1549,Bakery Products,2012,OUT008,Tier 2,Small,Supermarket Type1,0.070898194,4.9,2012,3
Regular,ITEM1564,Bakery Products,2005,OUT010,Tier 2,Small,Supermarket Type1,0.02662695,3,1807,4
Low Fat,ITEM1582,Fruits and Vegetables,2012,OUT010,Tier 2,Small,Supermarket Type1,0.084522885,0.2,1529,5
Regular,ITEM1614,Fruits and Vegetables,2015,OUT002,Tier 2,Small,Supermarket Type1,0.086100077,0.8,680,4
Regular,ITEM1623,Fruits and Vegetables,2002,OUT008,Tier 2,Small,Supermarket Type1,0.099022729,4.8,1409,1
Low Fat,ITEM1633,Snacks,2012,OUT010,Tier 2,Small,Supermarket Type1,0.069856986,0.3,503,3
Regular,ITEM1653,Beverages,2003,OUT003,Tier 2,Small,Supermarket Type1,0.045598643,2.5,2167,4
Regular,ITEM1681,Fruits and Vegetables,2013,OUT005,Tier 2,Small,Supermarket Type1,0.025319982,1.8,998,1
Regular,ITEM1747,Dairy Products,2019,OUT009,Tier 2,Small,Supermarket Type1,0.027439263,5,88,2
Low Fat,ITEM1796,Dairy Products,2000,OUT010,Tier 2,Small,Supermarket Type1,0.071315607,0.1,2576,2
Regular,ITEM1804,Snacks,2005,OUT004,Tier 2,Small,Supermarket Type1,0.001465586,3.9,666,1
Low Fat,ITEM1808,Dairy Products,2009,OUT004,Tier 2,Small,Supermarket Type1,0.010841084,3.2,428,1
Regular,ITEM1815,Snacks,2014,OUT006,Tier 2,Small,Supermarket Type1,0.08952089,3.9,818,2
Regular,ITEM1865,Snacks,2001,OUT003,Tier 2,Small,Supermarket Type1,0.026228099,3.4,339,3
Regular,ITEM1944,Beverages,2009,OUT006,Tier 2,Small,Supermarket Type1,0.084706841,4.7,1205,4
Low Fat,ITEM1948,Bakery Products,2011,OUT005,Tier 2,Small,Supermarket Type1,0.00598172,1.9,1903,4
Low Fat,ITEM1970,Fruits and Vegetables,2004,OUT008,Tier 2,Small,Supermarket Type1,0.053685474,4.1,1641,5
Low Fat,ITEM2054,Fruits and Vegetables,2008,OUT007,Tier 2,Small,Supermarket Type1,0.002125312,4.1,1709,5
Regular,ITEM2069,Snacks,2011,OUT003,Tier 2,Small,Supermarket Type1,0.069399712,3.5,1569,2
Regular,ITEM2071,Snacks,2015,OUT006,Tier 2,Small,Supermarket Type1,0.077237185,3.1,2798,5
Low Fat,ITEM2180,Bakery Products,2011,OUT002,Tier 2,Small,Supermarket Type1,0.07850557,1,2226,2
Regular,ITEM2198,Beverages,2012,OUT003,Tier 2,Small,Supermarket Type1,0.046979394,4.2,2518,2
Regular,ITEM2229,Dairy Products,2012,OUT009,Tier 2,Small,Supermarket Type1,0.099043654,1.7,140,2
Regular,ITEM2235,Bakery Products,2001,OUT001,Tier 2,Small,Supermarket Type1,0.008452658,4.9,11,2
Low Fat,ITEM2268,Dairy Products,2006,OUT010,Tier 2,Small,Supermarket Type1,0.069528316,4.5,664,3
Low Fat,ITEM2273,Dairy Products,2005,OUT005,Tier 2,Small,Supermarket Type1,0.042013971,0.5,231,2
Low Fat,ITEM2281,Fruits and Vegetables,2016,OUT009,Tier 2,Small,Supermarket Type1,0.07381476,1.5,691,1
Regular,ITEM2284,Beverages,2019,OUT001,Tier 2,Small,Supermarket Type1,0.02041284,0.4,112,3
Regular,ITEM2323,Beverages,2000,OUT005,Tier 2,Small,Supermarket Type1,0.019589369,0.6,524,0
Low Fat,ITEM2338,Bakery Products,2011,OUT007,Tier 2,Small,Supermarket Type1,0.099222708,2,1442,5
Regular,ITEM2344,Bakery Products,2010,OUT009,Tier 2,Small,Supermarket Type1,0.051820204,3.2,1776,1
Low Fat,ITEM2357,Beverages,2015,OUT003,Tier 2,Small,Supermarket Type1,0.023734455,2.4,66,2
Regular,ITEM2401,Snacks,2009,OUT006,Tier 2,Small,Supermarket Type1,0.074187278,0.8,1087,4
Low Fat,ITEM2438,Dairy Products,2008,OUT004,Tier 2,Small,Supermarket Type1,0.015287639,0.4,892,0
Regular,ITEM2441,Bakery Products,2007,OUT002,Tier 2,Small,Supermarket Type1,0.027310674,3.2,2353,4
Low Fat,ITEM2511,Beverages,2006,OUT007,Tier 2,Small,Supermarket Type1,0.062424884,4.9,2978,5
Low Fat,ITEM2520,Fruits and Vegetables,2000,OUT008,Tier 2,Small,Supermarket Type1,0.025295262,3,1257,5
Low Fat,ITEM2573,Dairy Products,2020,OUT009,Tier 2,Small,Supermarket Type1,0.01784486,3,1574,0
Low Fat,ITEM2582,Beverages,2013,OUT008,Tier 2,Small,Supermarket Type1,0.039061904,1.3,271,1
Regular,ITEM2597,Beverages,2010,OUT008,Tier 2,Small,Supermarket Type1,0.086388384,1.9,2531,4
Regular,ITEM2600,Fruits and Vegetables,2005,OUT009,Tier 2,Small,Supermarket Type1,0.082378124,0.2,1488,4
Low Fat,ITEM2624,Snacks,2004,OUT009,Tier 2,Small,Supermarket Type1,0.092339599,4,685,5
Regular,ITEM2632,Snacks,2011,OUT010,Tier 2,Small,Supermarket Type1,0.032641237,3.6,2294,3
Low Fat,ITEM2734,Snacks,2018,OUT009,Tier 2,Small,Supermarket Type1,0.05963236,4.1,884,4
Low Fat,ITEM2807,Fruits and Vegetables,2015,OUT007,Tier 2,Small,Supermarket Type1,0.046158856,4.8,2992,2
Regular,ITEM2826,Beverages,2017,OUT002,Tier 2,Small,Supermarket Type1,0.024640062,3.2,2664,5
Low Fat,ITEM2840,Snacks,2003,OUT006,Tier 2,Small,Supermarket Type1,0.054959732,3,2907,1
Low Fat,ITEM2854,Bakery Products,2000,OUT005,Tier 2,Small,Supermarket Type1,0.073074861,2.8,1465,0
Low Fat,ITEM2868,Dairy Products,2005,OUT002,Tier 2,Small,Supermarket Type1,0.034683387,4.4,2945,2
Regular,ITEM2870,Snacks,2011,OUT006,Tier 2,Small,Supermarket Type1,0.08978221,3.4,695,5
Regular,ITEM2888,Bakery Products,2017,OUT001,Tier 2,Small,Supermarket Type1,0.076145588,5,1219,2
Low Fat,ITEM2924,Snacks,2001,OUT007,Tier 2,Small,Supermarket Type1,0.056220968,0.8,2766,1
Regular,ITEM2926,Beverages,2016,OUT002,Tier 2,Small,Supermarket Type1,0.067471083,2.8,2121,3
Regular,ITEM2989,Beverages,2006,OUT007,Tier 2,Small,Supermarket Type1,0.024719563,4.1,2089,1
Low Fat,ITEM2998,Dairy Products,2018,OUT006,Tier 2,Small,Supermarket Type1,0.033251167,2.4,388,3
Regular,ITEM0027,Dairy Products,2017,OUT006,Tier 3,Small,Supermarket Type1,0.091896963,0.8,1531,2
Low Fat,ITEM0070,Dairy Products,2018,OUT003,Tier 3,Small,Supermarket Type1,0.087793469,2.5,674,2
Low Fat,ITEM0089,Dairy Products,2017,OUT009,Tier 3,Small,Supermarket Type1,0.00117802,1.6,2754,3
Regular,ITEM0099,Fruits and Vegetables,2009,OUT002,Tier 3,Small,Supermarket Type1,0.04677415,0.7,969,3
Regular,ITEM0119,Dairy Products,2020,OUT004,Tier 3,Small,Supermarket Type1,0.004216257,2.2,2317,3
Regular,ITEM0132,Fruits and Vegetables,2010,OUT004,Tier 3,Small,Supermarket Type1,0.050815017,2.7,374,1
Regular,ITEM0166,Dairy Products,2002,OUT004,Tier 3,Small,Supermarket Type1,0.094702633,0.1,2077,4
Regular,ITEM0191,Dairy Products,2008,OUT005,Tier 3,Small,Supermarket Type1,0.026236192,4.9,422,0
Regular,ITEM0193,Snacks,2007,OUT004,Tier 3,Small,Supermarket Type1,0.093989642,4.2,2379,5
Low Fat,ITEM0195,Beverages,2001,OUT009,Tier 3,Small,Supermarket Type1,0.036842923,2.9,209,2
Low Fat,ITEM0233,Dairy Products,2007,OUT001,Tier 3,Small,Supermarket Type1,0.053165912,2.9,15,4
Low Fat,ITEM0235,Dairy Products,2020,OUT006,Tier 3,Small,Supermarket Type1,0.073736997,1.8,1940,1
Regular,ITEM0331,Bakery Products,2005,OUT001,Tier 3,Small,Supermarket Type1,0.021498722,0.4,473,4
Low Fat,ITEM0360,Dairy Products,2017,OUT004,Tier 3,Small,Supermarket Type1,0.051740872,0.8,271,3
Low Fat,ITEM0402,Dairy Products,2012,OUT006,Tier 3,Small,Supermarket Type1,0.05019153,2.8,263,2
Low Fat,ITEM0476,Snacks,2009,OUT005,Tier 3,Small,Supermarket Type1,0.091411216,3.8,1430,3
Regular,ITEM0480,Fruits and Vegetables,2017,OUT004,Tier 3,Small,Supermarket Type1,0.063968489,4.8,315,2
Regular,ITEM0495,Dairy Products,2018,OUT009,Tier 3,Small,Supermarket Type1,0.028129501,3.9,1679,3
Regular,ITEM0538,Bakery Products,2019,OUT007,Tier 3,Small,Supermarket Type1,0.080130648,2.1,2839,4
Regular,ITEM0541,Fruits and Vegetables,2005,OUT002,Tier 3,Small,Supermarket Type1,0.004562166,2.8,2714,5
Low Fat,ITEM0550,Beverages,2002,OUT003,Tier 3,Small,Supermarket Type1,0.012174084,4.5,2545,2
Regular,ITEM0561,Bakery Products,2011,OUT007,Tier 3,Small,Supermarket Type1,0.095887358,0.1,2347,4
Regular,ITEM0620,Bakery Products,2017,OUT007,Tier 3,Small,Supermarket Type1,0.020857623,3.4,970,4
Regular,ITEM0635,Bakery Products,2000,OUT010,Tier 3,Small,Supermarket Type1,0.004702156,1.7,2992,1
Low Fat,ITEM0686,Fruits and Vegetables,2014,OUT006,Tier 3,Small,Supermarket Type1,0.088030193,0.4,199,1
Regular,ITEM0744,Bakery Products,2012,OUT007,Tier 3,Small,Supermarket Type1,0.084942721,2.9,943,3
Regular,ITEM0792,Snacks,2002,OUT003,Tier 3,Small,Supermarket Type1,0.003206291,0.2,2234,4
Low Fat,ITEM0885,Dairy Products,2012,OUT008,Tier 3,Small,Supermarket Type1,0.060371526,0.5,1765,1
Low Fat,ITEM0905,Fruits and Vegetables,2003,OUT010,Tier 3,Small,Supermarket Type1,0.001524311,2.4,1434,0
Regular,ITEM0907,Bakery Products,2014,OUT008,Tier 3,Small,Supermarket Type1,0.089034099,0.8,2293,2
Low Fat,ITEM0909,Snacks,2011,OUT002,Tier 3,Small,Supermarket Type1,0.053063686,0.9,2134,3
Regular,ITEM0916,Beverages,2015,OUT004,Tier 3,Small,Supermarket Type1,0.039419308,1.6,2375,4
Regular,ITEM0932,Beverages,2001,OUT001,Tier 3,Small,Supermarket Type1,0.051041208,4.3,549,1
Regular,ITEM0990,Dairy Products,2019,OUT008,Tier 3,Small,Supermarket Type1,0.091252158,2.1,1912,4
Low Fat,ITEM1001,Bakery Products,2001,OUT004,Tier 3,Small,Supermarket Type1,0.048407149,0.6,45,4
Regular,ITEM1011,Snacks,2009,OUT003,Tier 3,Small,Supermarket Type1,0.086038182,0.7,2746,2
Low Fat,ITEM1060,Beverages,2007,OUT003,Tier 3,Small,Supermarket Type1,0.095085663,1.7,2426,4
Low Fat,ITEM1067,Snacks,2011,OUT006,Tier 3,Small,Supermarket Type1,0.05045589,2.4,506,1
Regular,ITEM1071,Bakery Products,2002,OUT010,Tier 3,Small,Supermarket Type1,0.021508343,0.2,1878,1
Regular,ITEM1109,Fruits and Vegetables,2005,OUT007,Tier 3,Small,Supermarket Type1,0.037151532,3,2102,0
Regular,ITEM1122,Fruits and Vegetables,2016,OUT001,Tier 3,Small,Supermarket Type1,0.086551093,1.3,670,5
Regular,ITEM1135,Dairy Products,2012,OUT007,Tier 3,Small,Supermarket Type1,0.094836887,3.8,730,3
Regular,ITEM1163,Fruits and Vegetables,2012,OUT003,Tier 3,Small,Supermarket Type1,0.004066982,0.8,631,4
Low Fat,ITEM1184,Beverages,2004,OUT009,Tier 3,Small,Supermarket Type1,0.036298755,1.3,2724,5
Regular,ITEM1211,Fruits and Vegetables,2008,OUT005,Tier 3,Small,Supermarket Type1,0.031570011,3,1098,3
Low Fat,ITEM1260,Dairy Products,2009,OUT005,Tier 3,Small,Supermarket Type1,0.009100323,4.3,2890,1
Regular,ITEM1282,Snacks,2006,OUT001,Tier 3,Small,Supermarket Type1,0.097280453,0,2287,3
Low Fat,ITEM1328,Snacks,2020,OUT004,Tier 3,Small,Supermarket Type1,0.01520534,2.7,1604,5
Low Fat,ITEM1357,Bakery Products,2009,OUT010,Tier 3,Small,Supermarket Type1,0.081347949,1.1,1366,3
Low Fat,ITEM1383,Snacks,2007,OUT010,Tier 3,Small,Supermarket Type1,0.03158298,0.7,2227,2
Low Fat,ITEM1398,Dairy Products,2017,OUT010,Tier 3,Small,Supermarket Type1,0.032409958,2.7,2332,4
Low Fat,ITEM1407,Dairy Products,2008,OUT004,Tier 3,Small,Supermarket Type1,0.082714558,1.8,899,2
Regular,ITEM1408,Beverages,2004,OUT007,Tier 3,Small,Supermarket Type1,0.053699156,2.9,2791,5
Regular,ITEM1413,Bakery Products,2019,OUT010,Tier 3,Small,Supermarket Type1,0.048320883,3.8,1108,2
Low Fat,ITEM1422,Beverages,2009,OUT001,Tier 3,Small,Supermarket Type1,0.083242271,0.6,2237,1
Low Fat,ITEM1425,Beverages,2011,OUT001,Tier 3,Small,Supermarket Type1,0.033824984,1.9,2487,0
Regular,ITEM1439,Bakery Products,2002,OUT004,Tier 3,Small,Supermarket Type1,0.072534902,1.2,2473,3
Regular,ITEM1566,Bakery Products,2005,OUT006,Tier 3,Small,Supermarket Type1,0.072215731,3.9,1468,3
Regular,ITEM1587,Bakery Products,2002,OUT010,Tier 3,Small,Supermarket Type1,0.084335894,4.7,2042,4
Regular,ITEM1652,Snacks,2018,OUT007,Tier 3,Small,Supermarket Type1,0.062591287,2,2148,1
Regular,ITEM1661,Dairy Products,2010,OUT003,Tier 3,Small,Supermarket Type1,0.054700383,2.5,2629,3
Regular,ITEM1672,Fruits and Vegetables,2017,OUT001,Tier 3,Small,Supermarket Type1,0.033232861,1.1,1056,4
Low Fat,ITEM1699,Fruits and Vegetables,2009,OUT004,Tier 3,Small,Supermarket Type1,0.029963163,0.4,1190,2
Low Fat,ITEM1700,Dairy Products,2012,OUT003,Tier 3,Small,Supermarket Type1,0.01154455,3.7,1093,2
Low Fat,ITEM1732,Snacks,2015,OUT003,Tier 3,Small,Supermarket Type1,0.07450096,2.8,2815,3
Regular,ITEM1782,Snacks,2013,OUT008,Tier 3,Small,Supermarket Type1,0.000378311,5,1893,3
Regular,ITEM1802,Beverages,2001,OUT005,Tier 3,Small,Supermarket Type1,0.043910555,2.8,682,0
Regular,ITEM1810,Dairy Products,2004,OUT010,Tier 3,Small,Supermarket Type1,0.086641247,2.4,96,1
Regular,ITEM1827,Bakery Products,2006,OUT001,Tier 3,Small,Supermarket Type1,0.072987745,0.6,1505,1
